,uniqueID,appTitle,userName,date,date_extracted,rating,text,category,contentRating,comment,sentiScore_pos,sentiScore_neg,label_Bug,label_Feature,label_UserExperience,label_Rating,lemmatized_comment,stopwords_removal,stopwords_removal_lemmatization,stemmed,stopwords_removal_nltk,sentiScore,length_words,Predicted_labels
752007,1153352,Sniper 3D Gun Shooter: Free Elite Shooting Games,DJprince 2008,2019-04-05,2019-04-07,5,this is good,GAME ACTION,Mature 17+,this is good,2,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  this is good,  this good,  this good,  this is good,  good,2,3,Rating
230094,348096,Quizlet: Learn Languages & Vocab with Flashcards,Lynette Myers,2019-01-23,2019-03-24,5,Has been so helpful! Love that I cam also use to create quizzes for my middle schooler to help her prep for upcoming tests!,EDUCATION,Everyone,been so helpful  Love that I cam also use to create for my middle to help her prep for upcoming,3,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  been so helpful Love that I cam also use to create for my middle to help her prep for upcoming,  been so helpful love that cam also use to create for middle to help prep for upcoming,  been so helpful love that cam also use to create for middle to help prep for upcoming,  been so help love that i cam also use to creat for my middl to help her prep for upcom,  helpful love cam also use create middle help prep upcoming,3,20,Rating
512690,782618,Zelle,Tim Murdock,2018-05-12,2019-04-01,5,"I use this app and never had a problem transferring money for free to those 
that sign up for it properly. I love it!",FINANCE,Everyone,I use this and never had a problem transferring money for free to those that sign up for it properly  I love it,3,-2,Not_Bug,Not_Feature,UserExperience,Not_Rating,  I use this and never had a problem transferring money for free to those that sign up for it properly I love it,  use this never had problem transferring money for free to those that sign for properly love,  use this never had problem transferring money for free to those that sign for properly love,  i use this and never had a problem transfer money for free to those that sign up for it proper i love it,  use never problem transferring money free sign properly love,3,23,Not_Rating
592594,904942,Horoscope Prediction - Zodiac Signs Astrology,sadanand ale,2019-03-15,2019-04-01,5,It's good,LIFESTYLE,Everyone,It  s good,2,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  It s good,  good,  good,  it s good,  good,2,3,Rating
61078,89518,Kick the Buddy,,2019-03-02,2019-03-08,5,It is a good game but not the Best :),GAME ACTION,Teen,It is a good game but not the Best,2,-2,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  It is a good game but not the Best,  good game but not best,  good game but not best,  it is a good game but not the best,  good game best,2,9,Rating
748322,1147320,Zelle,Debra Preddie,2019-03-23,2019-04-07,2,cutting cords no bank associated,FINANCE,Everyone,cutting no bank associated,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  cutting no bank associated,  cutting no bank associated,  cutting no bank associated,  cut no bank associ,  cutting bank associated,1,4,Rating
361657,552146,Headspace: Meditation & Sleep,,2018-12-29,2019-03-24,1,12 dollars a month for something i can get for free in a youtube video hard pass,HEALTH AND FITNESS,Everyone,a month for something i can get for free in a video hard pass,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  a month for something i can get for free in a video hard pas,  month for something can get for free video hard pass,  month for something can get for free video hard pas,  a month for someth i can get for free in a video hard pass,  month something get free video hard pass,1,14,Rating
432052,657650,Duolingo: Learn Languages Free,Eric McKenna,2019-03-26,2019-04-01,5,Unofficial mini-game: screenshot the strange phrases you learn and send them to your friends with no context.,EDUCATION,Everyone,Unofficial  game  the strange you learn and send them to your with no context,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Unofficial game the strange you learn and send them to your with no context,  unofficial game strange learn send to with no context,  unofficial game strange learn send to with no context,  unoffici game the strang you learn and send them to your with no context,  unofficial game strange learn send context,1,14,Rating
493935,754414,YouTube Kids,A Google User,2019-03-28,2019-04-01,4,It is very good app,FAMILY,Everyone,It is very good,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  It is very good,  very good,  very good,  it is veri good,  good,3,4,Rating
684372,1049426,"Hulu: Stream TV, Movies & more",Christopher Valdivia,2019-01-26,2019-04-07,3,content is hit or miss. 3 stars because physical volume buttons on phone don't adjust volume like in other apps,ENTERTAINMENT,Teen,content is hit or miss because physical volume buttons on phone don  t adjust volume like in other,2,-2,Bug,Not_Feature,Not_UserExperience,Not_Rating,  content is hit or miss because physical volume button on phone don t adjust volume like in other,  content hit or miss because physical volume buttons phone don adjust volume like other,  content hit or miss because physical volume button phone don adjust volume like other,  content is hit or miss becaus physic volum button on phone don t adjust volum like in other,  content hit miss physical volume buttons phone adjust volume like,2,18,Not_Rating
754161,1157445,Helix Jump,A Google User,2019-04-01,2019-04-07,5,I love it so much fun,GAME ACTION,Everyone,I love it so much fun,3,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  I love it so much fun,  love so much fun,  love so much fun,  i love it so much fun,  love much fun,3,6,Rating
407662,620741,Apple Music,Thomas Walker,2019-03-04,2019-03-24,2,"Unable to download music, still some light lag during playback. Other than that I don't have any issue.",MUSIC AND AUDIO,Teen,Unable to music  still some light lag during playback  Other than that I don  t have any issue,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Unable to music still some light lag during playback Other than that I don t have any issue,  unable to music still some light lag during playback other than that don have any issue,  unable to music still some light lag during playback other than that don have any issue,  unabl to music still some light lag dure playback other than that i don t have ani issu,  unable music still light lag playback issue,1,18,Not_Rating
1001595,1546095,Lose It! - Calorie Counter,Ronnie Peralta,2019-02-17,2019-04-14,2,can not scan barcode. only connects to fit bit with premium pay. too many notifications.,HEALTH AND FITNESS,Everyone,can not scan  only to fit bit with premium pay  too many,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  can not scan only to fit bit with premium pay too many,  can not scan only to fit bit with premium pay too many,  can not scan only to fit bit with premium pay too many,  can not scan onli to fit bit with premium pay too mani,  scan fit bit premium pay many,1,12,Not_Rating
445944,677925,Photomath,Samarth Vasisht,2019-03-09,2019-04-01,4,it is a very helpful app but cannot solve word problems,EDUCATION,Everyone,it is a very helpful but cannot solve word,3,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  it is a very helpful but can not solve word,  very helpful but can not solve word,  very helpful but can not solve word,  it is a veri help but can not solv word,  helpful solve word,3,9,Rating
702825,1079166,YouTube Kids,A Google User,2019-03-17,2019-04-07,5,i so bad so so so so so so so so bad i love it hehehe,FAMILY,Everyone,i so bad so so so so so so so so bad i love it,3,-2,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  i so bad so so so so so so so so bad i love it,  so bad so so so so so so so so bad love,  so bad so so so so so so so so bad love,  i so bad so so so so so so so so bad i love it,  bad bad love,3,15,Rating
212257,322192,Headspace: Meditation & Sleep,sanjay yadav,2018-12-04,2019-03-16,5,Really..its amazing .,HEALTH AND FITNESS,Everyone,Really  its amazing,3,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Really it amazing,  really amazing,  really amazing,  realli it amaz,  really amazing,3,3,Rating
1017751,1569299,Calorie Counter - MyFitnessPal,Angelica McDermott,2019-04-10,2019-04-14,5,Easy and helpful for weightloss,HEALTH AND FITNESS,Everyone,Easy and helpful for,2,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Easy and helpful for,  easy helpful for,  easy helpful for,  easi and help for,  easy helpful,2,4,Rating
960812,1478619,TurboTax Tax Return App â€“ Max Refund Guaranteed,Sia Bolanos,2019-04-08,2019-04-14,1,Since last year I have had problems with turbo tax! I did my taxes and I got a letter saying I'm getting nothing! I have dependents and I have been doing taxes for years. I will take my business elsewhere!,FINANCE,Everyone,Since last year I have had with turbo tax  I did my and I got a letter saying I  m getting nothing  I have and I have been doing for  I will take my business elsewhere,1,-2,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Since last year I have had with turbo tax I did my and I got a letter saying I m getting nothing I have and I have been doing for I will take my business elsewhere,  since last year have had with turbo tax did got letter saying m getting nothing have have been doing for will take business elsewhere,  since last year have had with turbo tax did got letter saying m getting nothing have have been doing for will take business elsewhere,  sinc last year i have had with turbo tax i did my and i got a letter say i m get noth i have and i have been do for i will take my busi elsewher,  since last year turbo tax got letter saying getting nothing take business elsewhere,-2,36,Not_Rating
577536,883408,Fitbit,Jana Fitts,2019-03-16,2019-04-01,5,Helps me stay on track,HEALTH AND FITNESS,Everyone,me stay on track,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  me stay on track,  stay track,  stay track,  me stay on track,  stay track,1,4,Rating
516001,787488,Bank of America Mobile Banking,Terrance Johnsonel,2019-03-27,2019-04-01,5,very convenient and prompt response...,FINANCE,Everyone,very convenient and prompt response,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  very convenient and prompt response,  very convenient prompt response,  very convenient prompt response,  veri conveni and prompt respons,  convenient prompt response,1,5,Rating
425619,647944,Spotify - Music and Podcasts,Paritosh Gupta,2019-03-23,2019-03-24,1,it is just like other music app,MUSIC AND AUDIO,Teen,it is just like other music,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  it is just like other music,  just like other music,  just like other music,  it is just like other music,  like music,1,6,Rating
676160,1035464,STARZ,A Google User,2018-09-29,2019-04-07,4,Its a great app to have it keep you busy on the go,ENTERTAINMENT,Mature 17+,Its a great to have it keep you busy on the go,3,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Its a great to have it keep you busy on the go,  great to have keep busy go,  great to have keep busy go,  it a great to have it keep you busi on the go,  great keep busy go,3,12,Rating
74552,113605,Helix Jump,Saima Atta,2019-03-05,2019-03-08,4,Nice game for kids,GAME ACTION,Everyone,Nice game for,2,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  Nice game for,  nice game for,  nice game for,  nice game for,  nice game,2,3,Rating
373607,568676,Calorie Counter - MyFitnessPal,Paul Damschen,2019-03-07,2019-03-24,5,excellent help to keep me in track with calorie counting and exercise,HEALTH AND FITNESS,Everyone,excellent help to keep me in track with calorie counting and exercise,4,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  excellent help to keep me in track with calorie counting and exercise,  excellent help to keep track with calorie counting exercise,  excellent help to keep track with calorie counting exercise,  excel help to keep me in track with calori count and exercis,  excellent help keep track calorie counting exercise,4,12,Rating
704728,1082189,YouTube Kids,Jane Woodley,2019-04-01,2019-04-07,4,"Good app, be better if you could favourite things",FAMILY,Everyone,Good  be better if you could,2,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  Good be better if you could,  good be better if could,  good be better if could,  good be better if you could,  good better could,2,6,Rating
885794,1360632,Quizlet: Learn Languages & Vocab with Flashcards,Junyang Li,2019-03-06,2019-04-14,5,Very good study and test prep resource,EDUCATION,Everyone,Very good study and test prep resource,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  Very good study and test prep resource,  very good study test prep resource,  very good study test prep resource,  veri good studi and test prep resourc,  good study test prep resource,3,7,Rating
755412,1159710,PUBG MOBILE,p maurya,2019-04-07,2019-04-07,5,super duper game unbelievable like by overall world but now my pubg is not download,GAME ACTION,Teen,super duper game unbelievable like by overall world but now my is not,3,-2,Not_Bug,Not_Feature,UserExperience,Not_Rating,  super duper game unbelievable like by overall world but now my is not,  super duper game unbelievable like by overall world but now not,  super duper game unbelievable like by overall world but now not,  super duper game unbeliev like by overal world but now my is not,  super duper game unbelievable like overall world,3,13,Rating
670756,1026070,Bitmoji â€“ Your Personal Emoji,A Google User,2019-03-31,2019-04-07,2,"pretty good, just need more selection of clothing other than it good",ENTERTAINMENT,Teen,pretty good  just need more selection of clothing other than it good,3,-1,Not_Bug,Feature,Not_UserExperience,Not_Rating,  pretty good just need more selection of clothing other than it good,  pretty good just need more selection of clothing other than good,  pretty good just need more selection of clothing other than good,  pretti good just need more select of cloth other than it good,  pretty good need selection clothing good,3,12,Rating
1017548,1568973,Lose Belly Fat in 30 Days - Flat Stomach,secluder,2019-02-25,2019-04-14,1,people in apartment below me complained because of all the jumping ...soo I can only do less than half like this sucks man,HEALTH AND FITNESS,Everyone,people in apartment below me because of all the  I can only do less than half like this man,2,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  people in apartment below me because of all the I can only do le than half like this man,  people apartment below because of all can only do less than half like this man,  people apartment below because of all can only do le than half like this man,  peopl in apart below me becaus of all the i can onli do less than half like this man,  people apartment less half like man,2,19,Rating
175569,270546,Google Home,Daniel Mentz,2019-03-08,2019-03-13,1,not the easiest app to use,LIFESTYLE,Everyone,not the easiest to use,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  not the easiest to use,  not easiest to use,  not easiest to use,  not the easiest to use,  easiest use,1,5,Rating
293865,447547,Chase Mobile,Evan Klayman,2019-03-19,2019-03-24,2,"App is ok, but you guys need to minimize updates. It's a major PITA.",FINANCE,Everyone,is  but you need to minimize  It  s a major PITA,1,-1,Not_Bug,Feature,Not_UserExperience,Not_Rating,  is but you need to minimize It s a major PITA,  but need to minimize major pita,  but need to minimize major pita,  is but you need to minim it s a major pita,  need minimize major pita,1,11,Rating
26976,38942,ABCmouse.com,Wislande williams,2017-11-22,2019-03-08,5,"Hopefully my daughter love it. Finger cross, shes only two",EDUCATION,Everyone,Hopefully my daughter love it  Finger cross  only two,3,-2,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Hopefully my daughter love it Finger cross only two,  hopefully daughter love finger cross only two,  hopefully daughter love finger cross only two,  hope my daughter love it finger cross onli two,  hopefully daughter love finger cross two,3,9,Rating
678825,1039904,Netflix,roxy shear,2019-04-05,2019-04-07,5,I LOVE THIS APP!!! And to all you haters you just BACK OFF!!!  because I L-O-V-E  I-T!!,ENTERTAINMENT,Teen,I LOVE THIS  And to all you you just BACK OFF  because I L  O  V  E I  T,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  I LOVE THIS And to all you you just BACK OFF because I L O V E I T,  love this to all just back off because l o v e,  love this to all just back off because l o v e,  i love this and to all you you just back off becaus i l o v e i t,  love back l v e,3,19,Rating
52216,75786,PayPal Mobile Cash: Send and Request Money Fast,Erika Fantuzzi,2019-03-01,2019-03-08,5,fast and precise,FINANCE,Everyone,fast and precise,1,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  fast and precise,  fast precise,  fast precise,  fast and precis,  fast precise,1,3,Rating
515925,787359,Venmo Mobile Wallet: Send & Receive Money,Shari Lau,2019-03-15,2019-04-01,5,So easy to use!,FINANCE,Everyone,So easy to use,1,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  So easy to use,  so easy to use,  so easy to use,  so easi to use,  easy use,1,4,Rating
822850,1265468,SmartThings,Racheal C,2019-03-09,2019-04-07,1,I am really disappointed with the update. It has way to much going on. I just want to use the TV remote but it wont connect.,LIFESTYLE,Everyone,I am really disappointed with the update  It way to much going on  I just want to use the remote but it wont connect,1,-3,Bug,Not_Feature,Not_UserExperience,Not_Rating,  I am really disappointed with the update It way to much going on I just want to use the remote but it wont connect,  really disappointed with update way to much going just want to use remote but wont connect,  really disappointed with update way to much going just want to use remote but wont connect,  i am realli disappoint with the updat it way to much go on i just want to use the remot but it wont connect,  really disappointed update way much going want use remote wont connect,-3,24,Not_Rating
1026228,1582006,"Notepad - Notes with Reminder, ToDo, Sticky notes",Jason Senegal,2019-01-22,2019-04-14,5,I just downloaded the app and I haven't stopped typing,LIFESTYLE,Everyone,I just the and I haven  t stopped,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  I just the and I haven t stopped,  just haven stopped,  just haven stopped,  i just the and i haven t stop,  stopped,1,8,Rating
68973,103705,Sniper 3D Gun Shooter: Free Shooting Games - FPS,Divyaanshu Das,2019-03-04,2019-03-08,5,this game is awesome,GAME ACTION,Mature 17+,this game is awesome,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  this game is awesome,  this game awesome,  this game awesome,  this game is awesom,  game awesome,3,4,Rating
1028245,1585166,Fantastic Face â€“ Daily face & Beauty Competition,A Google User,2019-03-02,2019-04-14,1,THIS GAME IS RUBBISH! WHATS THE POINT OF IT BEING FREE WHEN YOU HAVE TO PAY THE TO ACTUALLY USE IT!! I HATE THIS!,LIFESTYLE,Everyone,THIS GAME IS RUBBISH  WHATS THE POINT OF IT BEING FREE WHEN YOU HAVE TO PAY THE TO ACTUALLY USE IT  I HATE THIS,1,-4,Not_Bug,Not_Feature,UserExperience,Not_Rating,  THIS GAME IS RUBBISH WHATS THE POINT OF IT BEING FREE WHEN YOU HAVE TO PAY THE TO ACTUALLY USE IT I HATE THIS,  this game rubbish whats point of being free when have to pay to actually use hate this,  this game rubbish whats point of being free when have to pay to actually use hate this,  this game is rubbish what the point of it be free when you have to pay the to actual use it i hate this,  game rubbish whats point free pay actually use hate,-4,24,Not_Rating
934031,1439095,YouTube Kids,Priyanka Sharma,2019-03-22,2019-04-14,3,plays video randomly in different languages,FAMILY,Everyone,video randomly in different,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  video randomly in different,  video randomly different,  video randomly different,  video random in differ,  video randomly different,1,4,Rating
745317,1142815,Bank of America Mobile Banking,Isabelle Tchoungang,2019-04-02,2019-04-07,4,It's good,FINANCE,Everyone,It  s good,2,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  It s good,  good,  good,  it s good,  good,2,3,Rating
483449,738301,WildCraft: Animal Sim Online 3D,Stephen Stephenson,2019-03-19,2019-04-01,5,1 thing 2 do 3 words 4 you IS GUD APP,FAMILY,Everyone 10+,thing do you IS GUD,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  thing do you IS GUD,  thing do gud,  thing do gud,  thing do you is gud,  thing gud,1,5,Rating
174987,269642,"Notepad - Notes with Reminder, ToDo, Sticky notes",laurence keane,2018-12-05,2019-03-13,5,Perfect for me!,LIFESTYLE,Everyone,Perfect for me,2,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Perfect for me,  perfect for,  perfect for,  perfect for me,  perfect,2,3,Rating
797736,1227476,Sweatcoin Pays You To Get Fit,Joseph Becnel,2019-03-07,2019-04-07,1,"it takes for ever to earn any thing, and on top of that you have to pay money to earn money.",HEALTH AND FITNESS,Everyone,it for ever to earn any thing  and on top of that you have to pay money to earn money,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  it for ever to earn any thing and on top of that you have to pay money to earn money,  for ever to earn any thing top of that have to pay money to earn money,  for ever to earn any thing top of that have to pay money to earn money,  it for ever to earn ani thing and on top of that you have to pay money to earn money,  ever earn thing top pay money earn money,1,20,Not_Rating
687428,1054520,Netflix,A Google User,2019-04-01,2019-04-07,5,good escape movies and tv,ENTERTAINMENT,Teen,good escape and,2,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  good escape and,  good escape,  good escape,  good escap and,  good escape,2,3,Rating
722819,1109768,Bank of America Mobile Banking,S Key,2019-04-03,2019-04-07,5,always easy to use. quick access to the things I want to know and do.,FINANCE,Everyone,always easy to use  quick access to the I want to know and do,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  always easy to use quick access to the I want to know and do,  always easy to use quick access to want to know do,  always easy to use quick access to want to know do,  alway easi to use quick access to the i want to know and do,  always easy use quick access want know,1,14,Rating
250198,379499,"Pixel Art: Color by Number, Pixel Color(Pixel Pop)",Juanita Rodgers,2018-12-16,2019-03-24,5,I love this game. It's so ool and it has everything i want to color. From unicorns to puppies.,ENTERTAINMENT,Everyone,I love this game  It  s so and it everything i want to color  From to,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  I love this game It s so and it everything i want to color From to,  love this game so everything want to color from to,  love this game so everything want to color from to,  i love this game it s so and it everyth i want to color from to,  love game everything want color,3,16,Rating
188067,288663,"Calm - Meditate, Sleep, Relax",,2019-01-24,2019-03-16,1,"Devouring,carnivorous,voracious,edacious,gluttonous and ravenous developers!",HEALTH AND FITNESS,Everyone,Devouring  carnivorous  voracious  edacious  gluttonous and ravenous,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Devouring carnivorous voracious edacious gluttonous and ravenous,  devouring carnivorous voracious edacious gluttonous ravenous,  devouring carnivorous voracious edacious gluttonous ravenous,  devour carnivor voraci edaci glutton and raven,  devouring carnivorous voracious edacious gluttonous ravenous,1,7,Rating
829799,1276493,YouTube Music - Stream Songs & Music Videos,A Google User,2019-03-28,2019-04-07,4,nice app I like it but there some ads between so fix that bug,MUSIC AND AUDIO,Teen,nice I like it but there some between so fix that bug,2,-2,Bug,Not_Feature,Not_UserExperience,Not_Rating,  nice I like it but there some between so fix that bug,  nice like but there some between so fix that bug,  nice like but there some between so fix that bug,  nice i like it but there some between so fix that bug,  nice like fix bug,2,12,Not_Rating
121906,188320,"Pixel Art: Color by Number, Pixel Color(Pixel Pop)",,2019-01-21,2019-03-13,4,ok it wouldve had 5 stars if you didnt mistake harry Potters eyes.......HIS EYES ARE GREEN NOT BLUE ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ,ENTERTAINMENT,Everyone,it had if you didnt mistake harry  HIS ARE GREEN NOT BLUE,1,-2,Bug,Not_Feature,Not_UserExperience,Not_Rating,  it had if you didnt mistake harry HIS ARE GREEN NOT BLUE,  had if didnt mistake harry green not blue,  had if didnt mistake harry green not blue,  it had if you didnt mistak harri his are green not blue,  didnt mistake harry green blue,-2,12,Not_Rating
562046,861559,Calorie Counter - MyFitnessPal,A Google User,2019-03-29,2019-04-01,5,ran slow. reinstalled the app and it works great,HEALTH AND FITNESS,Everyone,ran slow  the and it works great,3,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  ran slow the and it work great,  ran slow works great,  ran slow work great,  ran slow the and it work great,  ran slow works great,3,7,Rating
763626,1175051,slither.io,A Google User,2019-03-29,2019-04-07,3,not bad liket this game ðŸ™‚ðŸ™‚,GAME ACTION,Everyone,not bad this game,2,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  not bad this game,  not bad this game,  not bad this game,  not bad this game,  bad game,2,4,Rating
943916,1453905,IRS2Go,H M,2016-08-17,2019-04-14,1,"Useless. I need to deal with something from 2013 and literally the only thing this app does is check the status of the most recent refund. It tells me the information doesn't match, as well, when I've typed everything correctly. This is doing nothing to help the constantly busy phone line.",FINANCE,Everyone,Useless  I need to deal with something from and literally the only thing this does is check the status of the most recent refund  It me the information  t match  as well  when I  everything correctly  This is doing nothing to help the constantly busy phone line,1,-3,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Useless I need to deal with something from and literally the only thing this doe is check the status of the most recent refund It me the information t match a well when I everything correctly This is doing nothing to help the constantly busy phone line,  useless need to deal with something from literally only thing this does check status of most recent refund information match as well when everything correctly this doing nothing to help constantly busy phone line,  useless need to deal with something from literally only thing this doe check status of most recent refund information match a well when everything correctly this doing nothing to help constantly busy phone line,  useless i need to deal with someth from and liter the onli thing this doe is check the status of the most recent refund it me the inform t match as well when i everyth correct this is do noth to help the constant busi phone line,  useless need deal something literally thing check status recent refund information match well everything correctly nothing help constantly busy phone line,-3,47,Not_Rating
88440,135697,"iHeartRadio - Free Music, Radio & Podcasts",,2019-02-15,2019-03-09,5,"good source of music, very easy to work",MUSIC AND AUDIO,Teen,good source of music  very easy to work,2,-2,Not_Bug,Not_Feature,UserExperience,Not_Rating,  good source of music very easy to work,  good source of music very easy to work,  good source of music very easy to work,  good sourc of music veri easi to work,  good source music easy work,2,8,Rating
898486,1382649,Tubi - Free Movies & TV Shows,David Jimenez,2019-04-08,2019-04-14,5,give me more.,ENTERTAINMENT,Teen,give me more,1,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  give me more,  give more,  give more,  give me more,  give,1,3,Rating
474862,724541,"Hulu: Stream TV, Movies & more",Graciela Lora,2019-03-05,2019-04-01,2,i cant use it in my phone because the account is conneceted to facebook,ENTERTAINMENT,Teen,i cant use it in my phone because the account is to,1,-1,Bug,Not_Feature,Not_UserExperience,Not_Rating,  i cant use it in my phone because the account is to,  cant use phone because account to,  cant use phone because account to,  i cant use it in my phone becaus the account is to,  cant use phone account,1,12,Not_Rating
998598,1541834,Lose Belly Fat in 30 Days - Flat Stomach,Swati Chandel,2019-04-08,2019-04-14,5,good app ðŸ‘? very easy lose belly fat excise,HEALTH AND FITNESS,Everyone,good  very easy lose belly fat excise,2,-2,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  good very easy lose belly fat excise,  good very easy lose belly fat excise,  good very easy lose belly fat excise,  good veri easi lose belli fat excis,  good easy lose belly fat excise,2,7,Rating
88955,136422,"iHeartRadio - Free Music, Radio & Podcasts",DragonX 89,2019-02-17,2019-03-09,4,works great for me unless you're on Xbox one app multiple complaints on the app store since October it like they are not even paying attention on Xbox one,MUSIC AND AUDIO,Teen,works great for me unless you  re on one multiple on the store since it like they are not even paying attention on one,3,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  work great for me unless you re on one multiple on the store since it like they are not even paying attention on one,  works great for unless re one multiple store since like not even paying attention one,  work great for unless re one multiple store since like not even paying attention one,  work great for me unless you re on one multipl on the store sinc it like they are not even pay attent on one,  works great unless one multiple store since like even paying attention one,3,24,Rating
783950,1208086,"Calm - Meditate, Sleep, Relax",A Google User,2019-03-16,2019-04-07,5,"OMG I love this app I am adiktdid to it.It helps me fall asleep and helps to control my anger. I don't think I will ever delete it.If you have problems sleeping or you get mad or angry a lot, this is defently the app for you.ðŸ˜?ðŸ˜?ðŸ˜?ðŸ˜?ðŸ˜?",HEALTH AND FITNESS,Everyone,I love this I am to it  It me fall asleep and to control my anger  I don  t think I will ever delete it  If you have sleeping or you get mad or angry a lot  this is the for you,3,-4,Not_Bug,Not_Feature,UserExperience,Not_Rating,  I love this I am to it It me fall asleep and to control my anger I don t think I will ever delete it If you have sleeping or you get mad or angry a lot this is the for you,  love this to fall asleep to control anger don think will ever delete if have sleeping or get mad or angry lot this for,  love this to fall asleep to control anger don think will ever delete if have sleeping or get mad or angry lot this for,  i love this i am to it it me fall asleep and to control my anger i don t think i will ever delet it if you have sleep or you get mad or angri a lot this is the for you,  love fall asleep control anger think ever delete sleeping get mad angry lot,-4,42,Rating
595592,910105,"Notepad - Notes with Reminder, ToDo, Sticky notes",Shalita Davis,2019-03-27,2019-04-01,5,simple and clead,LIFESTYLE,Everyone,simple and clead,1,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  simple and clead,  simple clead,  simple clead,  simpl and clead,  simple clead,1,3,Rating
958633,1475435,Fresh EBT - Food Stamp Balance,Cathy King,2019-02-17,2019-04-14,5,I love it. beats calling in everytime,FINANCE,Everyone,I love it  calling in,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  I love it calling in,  love calling,  love calling,  i love it call in,  love calling,3,5,Rating
835042,1284631,YouTube Music - Stream Songs & Music Videos,Rajina Falangi,2019-04-03,2019-04-07,1,We need a music player so that we cane play music even when the screen is locked,MUSIC AND AUDIO,Teen,We need a music player so that we cane play music even when the screen is locked,1,-1,Not_Bug,Feature,Not_UserExperience,Not_Rating,  We need a music player so that we cane play music even when the screen is locked,  need music player so that cane play music even when screen locked,  need music player so that cane play music even when screen locked,  we need a music player so that we cane play music even when the screen is lock,  need music player cane play music even screen locked,1,17,Not_Rating
